ip.len,udp.length,dns.flags.recdesired,dns.flags.recavail,dns.flags.checkdisable,dns.count.answers,dns.count.auth_rr,dns.qry.name,dns.qry.type,target
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
456.0,436.0,0.0,0.0,0.0,0.0,7.0,47664780.0,12.0,0.0
1500.0,4086.0,1.0,1.0,0.0,252.0,0.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
729.0,709.0,0.0,0.0,1.0,0.0,7.0,68132360.0,28.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
351.0,331.0,0.0,0.0,0.0,0.0,4.0,32024024.0,12.0,0.0
437.0,417.0,0.0,0.0,1.0,1.0,6.0,46104510.0,28.0,0.0
63.0,43.0,1.0,1.0,0.0,0.0,0.0,70575140.0,1.0,1.0
1500.0,4086.0,1.0,1.0,0.0,252.0,0.0,70575140.0,1.0,1.0
661.0,641.0,0.0,0.0,1.0,0.0,8.0,70023820.0,28.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
436.0,416.0,0.0,0.0,0.0,0.0,7.0,1299354.0,12.0,0.0
661.0,641.0,0.0,0.0,1.0,0.0,8.0,70023820.0,28.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
445.0,425.0,0.0,0.0,0.0,0.0,7.0,40965772.0,12.0,0.0
267.0,247.0,0.0,0.0,0.0,2.0,0.0,14415365.0,28.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
255.0,235.0,0.0,0.0,1.0,2.0,0.0,90315080.0,1.0,0.0
629.0,609.0,0.0,0.0,1.0,0.0,6.0,45770930.0,28.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
285.0,265.0,1.0,0.0,0.0,0.0,13.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
285.0,265.0,1.0,0.0,0.0,0.0,13.0,70575140.0,1.0,1.0
565.0,545.0,0.0,0.0,1.0,0.0,4.0,21567534.0,43.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
475.0,455.0,0.0,0.0,0.0,0.0,3.0,17959624.0,12.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4086.0,1.0,1.0,0.0,252.0,0.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
524.0,504.0,0.0,0.0,1.0,0.0,7.0,76932750.0,1.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
411.0,391.0,0.0,0.0,0.0,0.0,6.0,32552828.0,12.0,0.0
834.0,814.0,0.0,0.0,0.0,0.0,6.0,50816320.0,12.0,0.0
1500.0,4086.0,1.0,1.0,0.0,252.0,0.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
851.0,831.0,0.0,0.0,1.0,0.0,6.0,80277140.0,12.0,0.0
849.0,829.0,0.0,0.0,1.0,0.0,6.0,63806640.0,12.0,0.0
370.0,350.0,0.0,0.0,0.0,0.0,5.0,76862050.0,12.0,0.0
834.0,814.0,0.0,0.0,1.0,0.0,6.0,311057.0,12.0,0.0
354.0,334.0,0.0,0.0,0.0,0.0,4.0,61550096.0,12.0,0.0
1500.0,4086.0,1.0,1.0,0.0,252.0,0.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
274.0,254.0,0.0,0.0,1.0,2.0,0.0,89994050.0,28.0,0.0
745.0,725.0,0.0,0.0,1.0,0.0,8.0,40942280.0,28.0,0.0
340.0,320.0,0.0,0.0,0.0,0.0,4.0,8403096.0,12.0,0.0
350.0,330.0,0.0,0.0,0.0,0.0,4.0,29675852.0,12.0,0.0
827.0,807.0,0.0,0.0,0.0,0.0,6.0,37674668.0,12.0,0.0
656.0,636.0,0.0,0.0,1.0,0.0,6.0,81478800.0,1.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
619.0,599.0,0.0,0.0,0.0,0.0,6.0,47501956.0,1.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1476.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
203.0,183.0,0.0,0.0,0.0,0.0,5.0,70776920.0,12.0,0.0
790.0,770.0,0.0,0.0,0.0,0.0,6.0,95191750.0,12.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
263.0,243.0,0.0,0.0,1.0,2.0,0.0,41176516.0,1.0,0.0
846.0,826.0,0.0,0.0,1.0,0.0,6.0,4223296.0,12.0,0.0
270.0,250.0,0.0,0.0,1.0,2.0,0.0,52719696.0,28.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
74.0,54.0,1.0,0.0,0.0,0.0,0.0,70575140.0,1.0,1.0
825.0,805.0,0.0,0.0,0.0,0.0,6.0,33374520.0,12.0,0.0
613.0,593.0,0.0,0.0,0.0,0.0,6.0,20632804.0,28.0,0.0
827.0,807.0,0.0,0.0,0.0,0.0,6.0,83716870.0,12.0,0.0
355.0,335.0,0.0,0.0,0.0,0.0,4.0,408945.0,12.0,0.0
352.0,332.0,0.0,0.0,0.0,0.0,4.0,63782484.0,12.0,0.0
780.0,760.0,0.0,0.0,1.0,0.0,9.0,57187964.0,28.0,0.0
298.0,278.0,1.0,0.0,0.0,0.0,13.0,70575140.0,1.0,1.0
864.0,844.0,0.0,0.0,1.0,0.0,4.0,87246800.0,12.0,0.0
620.0,600.0,0.0,0.0,0.0,0.0,6.0,72238920.0,1.0,0.0
382.0,362.0,0.0,0.0,1.0,0.0,4.0,71363736.0,12.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
610.0,590.0,0.0,0.0,1.0,0.0,7.0,51841148.0,1.0,0.0
825.0,805.0,0.0,0.0,0.0,0.0,6.0,25059818.0,12.0,0.0
801.0,781.0,0.0,0.0,0.0,3.0,0.0,68406660.0,48.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
100.0,80.0,0.0,0.0,1.0,0.0,0.0,27714738.0,28.0,0.0
813.0,793.0,0.0,0.0,1.0,0.0,8.0,21996464.0,1.0,0.0
632.0,612.0,0.0,0.0,1.0,0.0,6.0,33032696.0,28.0,0.0
484.0,464.0,0.0,0.0,0.0,0.0,4.0,23382320.0,12.0,0.0
346.0,326.0,0.0,0.0,0.0,0.0,4.0,89882104.0,12.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4086.0,1.0,1.0,0.0,252.0,0.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
378.0,358.0,0.0,0.0,1.0,0.0,4.0,77873736.0,12.0,0.0
287.0,267.0,0.0,0.0,1.0,2.0,0.0,40171470.0,1.0,0.0
850.0,830.0,0.0,0.0,1.0,0.0,6.0,49747296.0,12.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
156.0,136.0,0.0,0.0,0.0,0.0,1.0,12813191.0,12.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
820.0,800.0,0.0,0.0,1.0,0.0,6.0,28346584.0,12.0,0.0
275.0,255.0,0.0,0.0,1.0,2.0,0.0,34530136.0,28.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
289.0,269.0,0.0,0.0,0.0,0.0,4.0,63821690.0,1.0,0.0
385.0,365.0,0.0,0.0,0.0,0.0,5.0,5206308.0,12.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
285.0,265.0,1.0,0.0,0.0,0.0,13.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
660.0,640.0,0.0,0.0,0.0,0.0,8.0,71223300.0,28.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
348.0,328.0,0.0,0.0,0.0,0.0,4.0,43312560.0,12.0,0.0
1500.0,4086.0,1.0,1.0,0.0,252.0,0.0,70575140.0,1.0,1.0
667.0,647.0,0.0,0.0,0.0,0.0,8.0,77903980.0,28.0,0.0
1500.0,4086.0,1.0,1.0,0.0,252.0,0.0,70575140.0,1.0,1.0
406.0,386.0,0.0,0.0,0.0,0.0,5.0,56520748.0,12.0,0.0
641.0,621.0,0.0,0.0,1.0,0.0,7.0,87093760.0,28.0,0.0
1500.0,4086.0,1.0,1.0,0.0,252.0,0.0,70575140.0,1.0,1.0
1500.0,4086.0,1.0,1.0,0.0,252.0,0.0,70575140.0,1.0,1.0
261.0,241.0,0.0,0.0,1.0,2.0,0.0,10863993.0,1.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4086.0,1.0,1.0,0.0,252.0,0.0,70575140.0,1.0,1.0
616.0,596.0,0.0,0.0,0.0,0.0,6.0,11150287.0,1.0,0.0
484.0,464.0,0.0,0.0,0.0,0.0,4.0,78175940.0,12.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4086.0,1.0,1.0,0.0,252.0,0.0,70575140.0,1.0,1.0
1500.0,4086.0,1.0,1.0,0.0,252.0,0.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
370.0,350.0,0.0,0.0,0.0,0.0,5.0,10854993.0,12.0,0.0
1500.0,4086.0,1.0,1.0,0.0,252.0,0.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
74.0,54.0,1.0,1.0,0.0,0.0,0.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
353.0,333.0,0.0,0.0,0.0,0.0,4.0,82065420.0,12.0,0.0
639.0,619.0,0.0,0.0,1.0,0.0,8.0,679406.0,1.0,0.0
74.0,54.0,1.0,0.0,0.0,0.0,0.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
849.0,829.0,0.0,0.0,1.0,0.0,6.0,64108944.0,12.0,0.0
494.0,474.0,0.0,0.0,1.0,0.0,4.0,72647740.0,12.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
134.0,114.0,0.0,0.0,0.0,0.0,2.0,87368430.0,28.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
400.0,380.0,0.0,0.0,1.0,0.0,3.0,92496210.0,12.0,0.0
820.0,800.0,0.0,0.0,1.0,0.0,9.0,82705710.0,1.0,0.0
1500.0,4086.0,1.0,1.0,0.0,252.0,0.0,70575140.0,1.0,1.0
822.0,802.0,0.0,0.0,0.0,0.0,6.0,39059320.0,12.0,0.0
689.0,669.0,0.0,0.0,1.0,0.0,8.0,70023820.0,28.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
397.0,377.0,0.0,0.0,1.0,0.0,5.0,92071910.0,12.0,0.0
831.0,811.0,0.0,0.0,0.0,0.0,6.0,43639490.0,12.0,0.0
607.0,587.0,0.0,0.0,1.0,0.0,6.0,22911972.0,1.0,0.0
828.0,808.0,0.0,0.0,0.0,0.0,6.0,23802416.0,12.0,0.0
635.0,615.0,0.0,0.0,0.0,0.0,6.0,22911972.0,1.0,0.0
479.0,459.0,0.0,0.0,1.0,0.0,3.0,29877496.0,12.0,0.0
657.0,637.0,0.0,0.0,1.0,0.0,6.0,92048270.0,28.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
289.0,269.0,0.0,0.0,1.0,2.0,0.0,10863993.0,1.0,0.0
844.0,824.0,0.0,0.0,1.0,0.0,6.0,31069784.0,12.0,0.0
819.0,799.0,0.0,0.0,0.0,0.0,6.0,36072024.0,12.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,2299.0,1.0,1.0,0.0,141.0,0.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
87.0,67.0,0.0,0.0,0.0,1.0,0.0,72472920.0,1.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
607.0,587.0,0.0,0.0,0.0,0.0,6.0,22911972.0,1.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
360.0,340.0,0.0,0.0,0.0,0.0,4.0,29357192.0,12.0,0.0
262.0,242.0,0.0,0.0,1.0,2.0,0.0,89994050.0,1.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
562.0,542.0,1.0,0.0,0.0,0.0,13.0,70575140.0,1.0,1.0
347.0,327.0,0.0,0.0,0.0,0.0,4.0,57544036.0,12.0,0.0
74.0,54.0,1.0,0.0,0.0,0.0,0.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
286.0,266.0,0.0,0.0,1.0,2.0,0.0,77598100.0,1.0,0.0
826.0,806.0,0.0,0.0,0.0,0.0,6.0,76074990.0,12.0,0.0
625.0,605.0,0.0,0.0,1.0,0.0,6.0,54944520.0,1.0,0.0
614.0,594.0,0.0,0.0,1.0,0.0,6.0,27714738.0,1.0,0.0
641.0,621.0,0.0,0.0,1.0,0.0,6.0,85300260.0,28.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
67.0,47.0,0.0,0.0,0.0,0.0,0.0,22911972.0,1.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
242.0,222.0,0.0,0.0,0.0,0.0,5.0,19311028.0,28.0,0.0
347.0,327.0,0.0,0.0,0.0,0.0,4.0,18176356.0,12.0,0.0
348.0,328.0,0.0,0.0,0.0,0.0,4.0,78287800.0,12.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
610.0,590.0,0.0,0.0,0.0,0.0,6.0,67533816.0,28.0,0.0
283.0,263.0,0.0,0.0,1.0,2.0,0.0,14415365.0,1.0,0.0
196.0,176.0,0.0,0.0,1.0,1.0,3.0,19326628.0,1.0,0.0
385.0,365.0,0.0,0.0,1.0,0.0,4.0,87560080.0,12.0,0.0
1500.0,4086.0,1.0,1.0,0.0,252.0,0.0,70575140.0,1.0,1.0
780.0,760.0,0.0,0.0,1.0,0.0,9.0,94388260.0,28.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
315.0,295.0,0.0,0.0,0.0,0.0,4.0,83755816.0,1.0,0.0
1500.0,4103.0,1.0,1.0,0.0,252.0,1.0,70575140.0,1.0,1.0
